shipment_id,Order ID,Ship Date,Ship Mode
FC-2021-04-159142,CA-2021-159142,06-04-2021,First Class
SC-2021-04-167115,CA-2021-167115,10-04-2021,Standard Class
SC-2021-04-161907,CA-2021-161907,10-04-2021,Standard Class
SC-2021-04-159695,CA-2021-159695,11-04-2021,Second Class
SC-2021-04-150140,US-2021-150140,11-04-2021,Standard Class
SC-2021-04-132899,CA-2021-132899,12-04-2021,Standard Class
SC-2021-04-120530,CA-2021-120530,13-04-2021,Standard Class
SC-2021-04-114405,CA-2021-114405,13-04-2021,Standard Class
FC-2021-04-110499,CA-2021-110499,10-04-2021,First Class
FC-2021-04-154998,CA-2021-154998,10-04-2021,First Class
SC-2021-04-138520,CA-2021-138520,14-04-2021,Standard Class
SC-2021-04-130477,CA-2021-130477,13-04-2021,Standard Class
SC-2021-04-134789,CA-2021-134789,16-04-2021,Standard Class
SC-2021-04-124233,CA-2021-124233,15-04-2021,Standard Class
SC-2021-04-104969,CA-2021-104969,15-04-2021,Standard Class
FC-2021-04-106600,US-2021-106600,12-04-2021,First Class
SC-2021-04-150000,CA-2021-150000,15-04-2021,Standard Class
SC-2021-04-130946,CA-2021-130946,13-04-2021,Standard Class
SC-2021-04-128517,CA-2021-128517,15-04-2021,Second Class
SC-2021-04-117681,CA-2021-117681,15-04-2021,Standard Class
SC-2021-04-126809,CA-2021-126809,14-04-2021,Standard Class
SC-2021-04-123358,CA-2021-123358,18-04-2021,Standard Class
FC-2021-04-114622,US-2021-114622,13-04-2021,First Class
SC-2021-04-109652,CA-2021-109652,16-04-2021,Standard Class
SC-2021-04-124814,CA-2021-124814,17-04-2021,Standard Class
SC-2021-04-124254,CA-2021-124254,18-04-2021,Standard Class
SC-2021-04-112102,CA-2021-112102,17-04-2021,Standard Class
FC-2021-04-163594,CA-2021-163594,15-04-2021,First Class
SC-2021-04-142398,CA-2021-142398,17-04-2021,Standard Class
FC-2021-04-152800,CA-2021-152800,16-04-2021,First Class
SC-2021-04-164735,CA-2021-164735,20-04-2021,Second Class
SC-2021-04-112669,CA-2021-112669,15-04-2021,Same Day
FC-2021-04-166625,CA-2021-166625,18-04-2021,First Class
SC-2021-04-148796,CA-2021-148796,19-04-2021,Standard Class
SC-2021-04-132423,US-2021-132423,20-04-2021,Standard Class
SC-2021-04-117849,CA-2021-117849,18-04-2021,Second Class
SC-2021-04-136406,CA-2021-136406,18-04-2021,Second Class
SC-2021-04-123750,US-2021-123750,22-04-2021,Standard Class
SC-2021-04-164588,US-2021-164588,24-04-2021,Standard Class
SC-2021-04-107440,US-2021-107440,21-04-2021,Standard Class
SC-2021-04-166282,CA-2021-166282,23-04-2021,Standard Class
SC-2021-04-105473,CA-2021-105473,19-04-2021,Second Class
SC-2021-04-133508,US-2021-133508,22-04-2021,Standard Class
SC-2021-04-108735,CA-2021-108735,22-04-2021,Standard Class
SC-2021-04-149111,CA-2021-149111,22-04-2021,Second Class
SC-2021-04-159415,US-2021-159415,23-04-2021,Standard Class
SC-2021-04-144785,CA-2021-144785,24-04-2021,Standard Class
SC-2021-04-139381,CA-2021-139381,23-04-2021,Standard Class
SC-2021-04-125087,CA-2021-125087,24-04-2021,Standard Class
SC-2021-04-155551,CA-2021-155551,24-04-2021,Standard Class
SC-2021-04-161396,US-2021-161396,26-04-2021,Standard Class
SC-2021-04-115819,US-2021-115819,25-04-2021,Second Class
SC-2021-04-109666,CA-2021-109666,27-04-2021,Standard Class
SC-2021-04-146423,CA-2021-146423,22-04-2021,Same Day
SC-2021-04-103646,US-2021-103646,27-04-2021,Standard Class
FC-2021-04-151498,CA-2021-151498,25-04-2021,First Class
SC-2021-04-109869,CA-2021-109869,30-04-2021,Standard Class
SC-2021-04-109057,CA-2021-109057,28-04-2021,Standard Class
SC-2021-04-113061,CA-2021-113061,27-04-2021,Standard Class
SC-2021-04-147578,CA-2021-147578,27-04-2021,Second Class
SC-2021-04-101329,CA-2021-101329,30-04-2021,Standard Class
SC-2021-04-130001,CA-2021-130001,29-04-2021,Standard Class
FC-2021-04-124149,CA-2021-124149,27-04-2021,First Class
SC-2021-04-126270,CA-2021-126270,28-04-2021,Standard Class
SC-2021-04-162138,CA-2021-162138,28-04-2021,Standard Class
FC-2021-04-138933,CA-2021-138933,28-04-2021,First Class
SC-2021-04-168081,CA-2021-168081,28-04-2021,Second Class
SC-2021-04-149279,CA-2021-149279,29-04-2021,Standard Class
SC-2021-04-150147,US-2021-150147,30-04-2021,Second Class
SC-2021-05-139556,CA-2021-139556,02-05-2021,Standard Class
FC-2021-05-161816,CA-2021-161816,02-05-2021,First Class
SC-2021-05-137204,CA-2021-137204,06-05-2021,Standard Class
SC-2021-05-152814,CA-2021-152814,03-05-2021,Standard Class
SC-2021-05-167605,CA-2021-167605,01-05-2021,Second Class
SC-2021-05-120460,US-2021-120460,06-05-2021,Standard Class
SC-2021-05-144792,CA-2021-144792,05-05-2021,Standard Class
SC-2021-05-154788,CA-2021-154788,05-05-2021,Standard Class
FC-2021-05-164784,CA-2021-164784,05-05-2021,First Class
SC-2021-05-101525,CA-2021-101525,05-05-2021,Second Class
SC-2021-05-148698,CA-2021-148698,08-05-2021,Standard Class
SC-2021-05-158155,CA-2021-158155,07-05-2021,Standard Class
SC-2021-05-104311,CA-2021-104311,07-05-2021,Standard Class
SC-2021-05-109400,CA-2021-109400,07-05-2021,Standard Class
SC-2021-05-146836,CA-2021-146836,03-05-2021,Same Day
SC-2021-05-154060,CA-2021-154060,09-05-2021,Standard Class
SC-2021-05-163398,CA-2021-163398,09-05-2021,Standard Class
FC-2021-05-129280,CA-2021-129280,06-05-2021,First Class
FC-2021-05-160500,CA-2021-160500,09-05-2021,First Class
SC-2021-05-105662,CA-2021-105662,10-05-2021,Standard Class
SC-2021-05-147991,US-2021-147991,10-05-2021,Standard Class
SC-2021-05-137729,CA-2021-137729,10-05-2021,Standard Class
FC-2021-05-102239,US-2021-102239,07-05-2021,First Class
FC-2021-05-145247,CA-2021-145247,08-05-2021,First Class
SC-2021-05-126165,CA-2021-126165,08-05-2021,Second Class
FC-2021-05-112676,CA-2021-112676,09-05-2021,First Class
SC-2021-05-146857,US-2021-146857,09-05-2021,Second Class
SC-2021-05-118052,CA-2021-118052,11-05-2021,Standard Class
SC-2021-05-139234,CA-2021-139234,11-05-2021,Standard Class
SC-2021-05-137393,CA-2021-137393,11-05-2021,Standard Class
SC-2021-05-128818,CA-2021-128818,12-05-2021,Standard Class
FC-2021-05-111696,CA-2021-111696,11-05-2021,First Class
SC-2021-05-106530,CA-2021-106530,09-05-2021,Same Day
SC-2021-05-164672,CA-2021-164672,14-05-2021,Second Class
SC-2021-05-144057,US-2021-144057,14-05-2021,Standard Class
SC-2021-05-161158,CA-2021-161158,14-05-2021,Standard Class
SC-2021-05-169166,CA-2021-169166,15-05-2021,Standard Class
SC-2021-05-109176,CA-2021-109176,16-05-2021,Standard Class
SC-2021-05-159093,US-2021-159093,15-05-2021,Standard Class
SC-2021-05-159765,CA-2021-159765,13-05-2021,Second Class
SC-2021-05-112382,CA-2021-112382,14-05-2021,Standard Class
SC-2021-05-117625,CA-2021-117625,16-05-2021,Standard Class
SC-2021-05-133816,CA-2021-133816,14-05-2021,Second Class
SC-2021-05-161543,CA-2021-161543,17-05-2021,Standard Class
FC-2021-05-162733,CA-2021-162733,13-05-2021,First Class
SC-2021-05-100510,CA-2021-100510,18-05-2021,Standard Class
SC-2021-05-109911,CA-2021-109911,17-05-2021,Standard Class
SC-2021-05-123610,US-2021-123610,17-05-2021,Standard Class
SC-2021-05-167416,CA-2021-167416,18-05-2021,Standard Class
SC-2021-05-101196,US-2021-101196,18-05-2021,Standard Class
SC-2021-05-148901,US-2021-148901,20-05-2021,Standard Class
SC-2021-05-141019,CA-2021-141019,15-05-2021,Same Day
SC-2021-05-108224,CA-2021-108224,15-05-2021,Same Day
SC-2021-05-152408,CA-2021-152408,22-05-2021,Standard Class
SC-2021-05-141180,CA-2021-141180,20-05-2021,Second Class
SC-2021-05-165673,CA-2021-165673,20-05-2021,Second Class
SC-2021-05-146570,US-2021-146570,21-05-2021,Standard Class
SC-2021-05-122133,CA-2021-122133,24-05-2021,Standard Class
SC-2021-05-133144,CA-2021-133144,22-05-2021,Second Class
SC-2021-05-130638,CA-2021-130638,20-05-2021,Second Class
FC-2021-05-117037,US-2021-117037,21-05-2021,First Class
FC-2021-05-158435,CA-2021-158435,19-05-2021,First Class
SC-2021-05-150567,US-2021-150567,22-05-2021,Standard Class
SC-2021-05-122728,CA-2021-122728,25-05-2021,Standard Class
SC-2021-05-152835,US-2021-152835,24-05-2021,Standard Class
SC-2021-05-138282,CA-2021-138282,24-05-2021,Standard Class
SC-2021-05-126935,CA-2021-126935,25-05-2021,Standard Class
SC-2021-05-157245,CA-2021-157245,25-05-2021,Standard Class
SC-2021-05-169943,CA-2021-169943,25-05-2021,Standard Class
SC-2021-05-105256,CA-2021-105256,21-05-2021,Same Day
SC-2021-05-115917,CA-2021-115917,26-05-2021,Standard Class
FC-2021-05-146010,CA-2021-146010,24-05-2021,First Class
SC-2021-05-108567,CA-2021-108567,25-05-2021,Standard Class
SC-2021-05-114209,CA-2021-114209,27-05-2021,Standard Class
FC-2021-05-139486,US-2021-139486,24-05-2021,First Class
FC-2021-05-127642,CA-2021-127642,24-05-2021,First Class
SC-2021-05-125920,CA-2021-125920,29-05-2021,Standard Class
SC-2021-05-107202,CA-2021-107202,29-05-2021,Standard Class
SC-2021-05-146934,CA-2021-146934,28-05-2021,Standard Class
SC-2021-05-154081,CA-2021-154081,30-05-2021,Standard Class
SC-2021-05-159653,CA-2021-159653,23-05-2021,Same Day
SC-2021-05-142762,CA-2021-142762,28-05-2021,Standard Class
SC-2021-05-143714,CA-2021-143714,28-05-2021,Standard Class
SC-2021-05-133725,CA-2021-133725,29-05-2021,Standard Class
SC-2021-05-154403,CA-2021-154403,28-05-2021,Standard Class
SC-2021-05-136126,CA-2021-136126,25-05-2021,Same Day
SC-2021-05-138583,CA-2021-138583,29-05-2021,Standard Class
SC-2021-05-139269,CA-2021-139269,31-05-2021,Standard Class
SC-2021-06-157266,CA-2021-157266,02-06-2021,Standard Class
SC-2021-06-148852,CA-2021-148852,01-06-2021,Standard Class
SC-2021-05-113236,CA-2021-113236,30-05-2021,Second Class
SC-2021-05-149237,CA-2021-149237,31-05-2021,Standard Class
SC-2021-06-132409,CA-2021-132409,02-06-2021,Standard Class
SC-2021-05-119186,CA-2021-119186,27-05-2021,Same Day
SC-2021-06-101791,CA-2021-101791,01-06-2021,Standard Class
SC-2021-05-122903,CA-2021-122903,30-05-2021,Second Class
SC-2021-06-136994,CA-2021-136994,03-06-2021,Standard Class
SC-2021-06-121377,CA-2021-121377,03-06-2021,Standard Class
SC-2021-06-134803,CA-2021-134803,04-06-2021,Standard Class
SC-2021-06-138695,CA-2021-138695,04-06-2021,Standard Class
SC-2021-06-113747,CA-2021-113747,05-06-2021,Standard Class
SC-2021-05-155565,CA-2021-155565,29-05-2021,Same Day
SC-2021-06-156573,CA-2021-156573,03-06-2021,Standard Class
SC-2021-06-168753,CA-2021-168753,02-06-2021,Second Class
SC-2021-06-105578,US-2021-105578,05-06-2021,Standard Class
SC-2021-06-166380,CA-2021-166380,04-06-2021,Standard Class
FC-2021-06-153682,CA-2021-153682,02-06-2021,First Class
SC-2021-06-152730,CA-2021-152730,05-06-2021,Standard Class
SC-2021-06-113831,CA-2021-113831,04-06-2021,Standard Class
SC-2021-06-129728,CA-2021-129728,07-06-2021,Standard Class
SC-2021-06-108210,CA-2021-108210,01-06-2021,Same Day
SC-2021-06-147473,CA-2021-147473,04-06-2021,Standard Class
SC-2021-06-158547,CA-2021-158547,05-06-2021,Standard Class
FC-2021-06-145499,CA-2021-145499,01-06-2021,First Class
SC-2021-06-168844,CA-2021-168844,07-06-2021,Standard Class
SC-2021-06-150483,CA-2021-150483,05-06-2021,Standard Class
SC-2021-06-119046,US-2021-119046,07-06-2021,Standard Class
FC-2021-06-128293,US-2021-128293,06-06-2021,First Class
SC-2021-06-164889,CA-2021-164889,07-06-2021,Second Class
SC-2021-06-165848,CA-2021-165848,05-06-2021,Same Day
SC-2021-06-157749,CA-2021-157749,10-06-2021,Second Class
FC-2021-06-119823,CA-2021-119823,07-06-2021,First Class
FC-2021-06-110982,CA-2021-110982,08-06-2021,First Class
SC-2021-06-165169,CA-2021-165169,12-06-2021,Standard Class
SC-2021-06-134908,US-2021-134908,10-06-2021,Standard Class
SC-2021-06-149671,CA-2021-149671,10-06-2021,Standard Class
SC-2021-06-160717,CA-2021-160717,12-06-2021,Standard Class
SC-2021-06-125318,CA-2021-125318,14-06-2021,Standard Class
SC-2021-06-108350,CA-2021-108350,10-06-2021,Second Class
SC-2021-06-155971,US-2021-155971,13-06-2021,Standard Class
FC-2021-06-127369,CA-2021-127369,08-06-2021,First Class
FC-2021-06-167472,US-2021-167472,08-06-2021,First Class
SC-2021-06-112830,CA-2021-112830,11-06-2021,Standard Class
SC-2021-06-103163,CA-2021-103163,12-06-2021,Standard Class
FC-2021-06-120558,CA-2021-120558,11-06-2021,First Class
SC-2021-06-107475,CA-2021-107475,12-06-2021,Standard Class
SC-2021-06-122448,CA-2021-122448,15-06-2021,Standard Class
SC-2021-06-139710,US-2021-139710,16-06-2021,Standard Class
FC-2021-06-147368,CA-2021-147368,13-06-2021,First Class
SC-2021-06-154662,CA-2021-154662,17-06-2021,Standard Class
FC-2021-06-121993,CA-2021-121993,13-06-2021,First Class
SC-2021-06-113243,CA-2021-113243,16-06-2021,Standard Class
SC-2021-06-169922,CA-2021-169922,18-06-2021,Standard Class
SC-2021-06-118745,CA-2021-118745,17-06-2021,Standard Class
SC-2021-06-142405,CA-2021-142405,16-06-2021,Standard Class
SC-2021-06-127775,CA-2021-127775,14-06-2021,Second Class
FC-2021-06-103730,CA-2021-103730,16-06-2021,First Class
SC-2021-06-120824,CA-2021-120824,17-06-2021,Second Class
FC-2021-06-127208,CA-2021-127208,16-06-2021,First Class
SC-2021-06-138688,CA-2021-138688,17-06-2021,Second Class
SC-2021-06-164035,CA-2021-164035,18-06-2021,Standard Class
SC-2021-06-139941,CA-2021-139941,18-06-2021,Standard Class
SC-2021-06-104633,CA-2021-104633,17-06-2021,Standard Class
SC-2021-06-147375,CA-2021-147375,15-06-2021,Second Class
SC-2021-06-155005,CA-2021-155005,16-06-2021,Second Class
SC-2021-06-126795,CA-2021-126795,17-06-2021,Second Class
SC-2021-06-136287,CA-2021-136287,18-06-2021,Standard Class
SC-2021-06-155747,CA-2021-155747,22-06-2021,Standard Class
SC-2021-06-128223,CA-2021-128223,15-06-2021,Same Day
FC-2021-06-133872,CA-2021-133872,18-06-2021,First Class
FC-2021-06-107216,CA-2021-107216,18-06-2021,First Class
SC-2021-06-132304,CA-2021-132304,19-06-2021,Standard Class
SC-2021-06-108497,US-2021-108497,15-06-2021,Same Day
FC-2021-06-152765,CA-2021-152765,19-06-2021,First Class
SC-2021-06-148593,CA-2021-148593,19-06-2021,Second Class
SC-2021-06-137127,CA-2021-137127,23-06-2021,Standard Class
SC-2021-06-140977,CA-2021-140977,20-06-2021,Second Class
FC-2021-06-123512,CA-2021-123512,20-06-2021,First Class
FC-2021-06-107146,CA-2021-107146,20-06-2021,First Class
SC-2021-06-145842,CA-2021-145842,21-06-2021,Second Class
SC-2021-06-133613,CA-2021-133613,23-06-2021,Standard Class
SC-2021-06-129861,CA-2021-129861,24-06-2021,Standard Class
FC-2021-06-111682,CA-2021-111682,19-06-2021,First Class
SC-2021-06-159345,CA-2021-159345,23-06-2021,Standard Class
SC-2021-06-131744,CA-2021-131744,21-06-2021,Second Class
FC-2021-06-163461,US-2021-163461,22-06-2021,First Class
FC-2021-06-105760,CA-2021-105760,21-06-2021,First Class
FC-2021-06-141397,CA-2021-141397,22-06-2021,First Class
SC-2021-06-140081,CA-2021-140081,25-06-2021,Standard Class
SC-2021-06-152534,CA-2021-152534,26-06-2021,Second Class
SC-2021-06-108581,CA-2021-108581,27-06-2021,Standard Class
SC-2021-06-169194,CA-2021-169194,26-06-2021,Standard Class
SC-2021-06-149965,CA-2021-149965,26-06-2021,Standard Class
SC-2021-06-119865,CA-2021-119865,27-06-2021,Standard Class
SC-2021-06-168361,CA-2021-168361,26-06-2021,Standard Class
SC-2021-06-140501,CA-2021-140501,29-06-2021,Standard Class
SC-2021-06-140382,CA-2021-140382,26-06-2021,Second Class
SC-2021-07-142685,US-2021-142685,01-07-2021,Standard Class
SC-2021-06-154256,US-2021-154256,28-06-2021,Second Class
SC-2021-06-100300,CA-2021-100300,27-06-2021,Second Class
SC-2021-07-101987,CA-2021-101987,01-07-2021,Standard Class
SC-2021-06-130680,CA-2021-130680,30-06-2021,Standard Class
SC-2021-06-166240,CA-2021-166240,29-06-2021,Standard Class
SC-2021-06-152051,US-2021-152051,30-06-2021,Standard Class
SC-2021-06-101693,CA-2021-101693,28-06-2021,Second Class
SC-2021-06-118913,CA-2021-118913,30-06-2021,Standard Class
SC-2021-06-118101,CA-2021-118101,27-06-2021,Same Day
SC-2021-07-152331,CA-2021-152331,01-07-2021,Standard Class
SC-2021-07-100790,CA-2021-100790,03-07-2021,Standard Class
SC-2021-06-158708,US-2021-158708,30-06-2021,Second Class
SC-2021-06-144015,CA-2021-144015,27-06-2021,Same Day
SC-2021-07-114951,CA-2021-114951,04-07-2021,Standard Class
SC-2021-07-119445,CA-2021-119445,04-07-2021,Standard Class
SC-2021-07-102127,CA-2021-102127,03-07-2021,Standard Class
SC-2021-07-160234,CA-2021-160234,04-07-2021,Standard Class
SC-2021-07-153577,CA-2021-153577,02-07-2021,Standard Class
SC-2021-06-161928,CA-2021-161928,30-06-2021,Second Class
SC-2021-07-154767,CA-2021-154767,01-07-2021,Second Class
SC-2021-06-161095,CA-2021-161095,29-06-2021,Same Day
SC-2021-07-110044,CA-2021-110044,03-07-2021,Second Class
SC-2021-07-140543,CA-2021-140543,04-07-2021,Second Class
SC-2021-07-162355,CA-2021-162355,03-07-2021,Second Class
SC-2021-07-135594,CA-2021-135594,04-07-2021,Second Class
FC-2021-07-139997,CA-2021-139997,04-07-2021,First Class
SC-2021-07-152163,CA-2021-152163,02-07-2021,Same Day
SC-2021-07-126431,US-2021-126431,02-07-2021,Same Day
FC-2021-07-158680,US-2021-158680,03-07-2021,First Class
SC-2021-07-149314,CA-2021-149314,08-07-2021,Second Class
SC-2021-07-101469,CA-2021-101469,09-07-2021,Standard Class
FC-2021-07-102813,CA-2021-102813,04-07-2021,First Class
SC-2021-07-104983,CA-2021-104983,04-07-2021,Same Day
FC-2021-07-130029,CA-2021-130029,07-07-2021,First Class
SC-2021-07-168543,CA-2021-168543,08-07-2021,Standard Class
FC-2021-07-147137,CA-2021-147137,07-07-2021,First Class
SC-2021-07-103107,CA-2021-103107,05-07-2021,Same Day
SC-2021-07-129308,CA-2021-129308,14-07-2021,Standard Class
SC-2021-07-159940,CA-2021-159940,12-07-2021,Second Class
SC-2021-07-106397,CA-2021-106397,14-07-2021,Standard Class
SC-2021-07-114713,CA-2021-114713,13-07-2021,Standard Class
SC-2021-07-135265,CA-2021-135265,10-07-2021,Second Class
SC-2021-07-100965,CA-2021-100965,12-07-2021,Standard Class
SC-2021-07-112109,CA-2021-112109,13-07-2021,Standard Class
SC-2021-07-156685,CA-2021-156685,11-07-2021,Second Class
SC-2021-07-155474,CA-2021-155474,15-07-2021,Standard Class
SC-2021-07-152471,CA-2021-152471,09-07-2021,Same Day
SC-2021-07-152520,CA-2021-152520,13-07-2021,Standard Class
SC-2021-07-136329,CA-2021-136329,14-07-2021,Standard Class
SC-2021-07-126613,CA-2021-126613,17-07-2021,Standard Class
SC-2021-07-164924,CA-2021-164924,11-07-2021,Same Day
SC-2021-07-131149,US-2021-131149,15-07-2021,Standard Class
SC-2021-07-134222,CA-2021-134222,12-07-2021,Same Day
SC-2021-07-103891,CA-2021-103891,20-07-2021,Standard Class
SC-2021-07-115483,CA-2021-115483,19-07-2021,Second Class
FC-2021-07-120180,CA-2021-120180,17-07-2021,First Class
SC-2021-07-137050,CA-2021-137050,19-07-2021,Second Class
SC-2021-07-169215,CA-2021-169215,19-07-2021,Second Class
SC-2021-07-157588,CA-2021-157588,20-07-2021,Standard Class
SC-2021-07-109953,CA-2021-109953,19-07-2021,Standard Class
SC-2021-07-101378,CA-2021-101378,15-07-2021,Same Day
FC-2021-07-136924,CA-2021-136924,18-07-2021,First Class
SC-2021-07-117282,CA-2021-117282,19-07-2021,Standard Class
SC-2021-07-101966,CA-2021-101966,17-07-2021,Second Class
SC-2021-07-122322,CA-2021-122322,22-07-2021,Standard Class
SC-2021-07-168095,US-2021-168095,21-07-2021,Standard Class
SC-2021-07-157161,CA-2021-157161,21-07-2021,Second Class
SC-2021-07-130050,CA-2021-130050,19-07-2021,Second Class
SC-2021-07-157000,CA-2021-157000,23-07-2021,Standard Class
SC-2021-07-100720,US-2021-100720,22-07-2021,Standard Class
SC-2021-07-131835,CA-2021-131835,22-07-2021,Standard Class
SC-2021-07-116603,CA-2021-116603,23-07-2021,Standard Class
SC-2021-07-121671,CA-2021-121671,23-07-2021,Standard Class
SC-2021-07-139087,US-2021-139087,23-07-2021,Second Class
SC-2021-07-101343,CA-2021-101343,23-07-2021,Standard Class
SC-2021-07-157763,CA-2021-157763,24-07-2021,Standard Class
SC-2021-07-114727,CA-2021-114727,25-07-2021,Standard Class
SC-2021-07-161676,CA-2021-161676,24-07-2021,Standard Class
SC-2021-07-102561,CA-2021-102561,23-07-2021,Standard Class
SC-2021-07-162110,CA-2021-162110,23-07-2021,Standard Class
SC-2021-07-124681,CA-2021-124681,24-07-2021,Second Class
SC-2021-07-163776,CA-2021-163776,26-07-2021,Standard Class
FC-2021-07-157217,CA-2021-157217,22-07-2021,First Class
SC-2021-07-137939,CA-2021-137939,24-07-2021,Second Class
SC-2021-07-142895,CA-2021-142895,27-07-2021,Standard Class
SC-2021-07-141957,CA-2021-141957,22-07-2021,Same Day
SC-2021-07-160941,CA-2021-160941,27-07-2021,Standard Class
SC-2021-07-146521,CA-2021-146521,24-07-2021,Second Class
SC-2021-07-140613,CA-2021-140613,30-07-2021,Standard Class
SC-2021-07-111290,US-2021-111290,27-07-2021,Standard Class
SC-2021-07-114307,CA-2021-114307,27-07-2021,Standard Class
SC-2021-07-144855,CA-2021-144855,25-07-2021,Second Class
SC-2021-07-122392,CA-2021-122392,28-07-2021,Standard Class
SC-2021-07-112256,CA-2021-112256,29-07-2021,Standard Class
SC-2021-07-162404,CA-2021-162404,28-07-2021,Standard Class
SC-2021-07-165316,CA-2021-165316,28-07-2021,Standard Class
FC-2021-07-111318,CA-2021-111318,27-07-2021,First Class
SC-2021-07-162943,CA-2021-162943,27-07-2021,Second Class
FC-2021-07-102498,CA-2021-102498,26-07-2021,First Class
SC-2021-08-126158,CA-2021-126158,01-08-2021,Standard Class
SC-2021-07-128307,CA-2021-128307,30-07-2021,Standard Class
SC-2021-07-149335,CA-2021-149335,26-07-2021,Same Day
FC-2021-07-149454,CA-2021-149454,27-07-2021,First Class
SC-2021-07-115525,CA-2021-115525,30-07-2021,Standard Class
SC-2021-07-104157,CA-2021-104157,30-07-2021,Standard Class
FC-2021-07-147417,CA-2021-147417,28-07-2021,First Class
SC-2021-07-115441,US-2021-115441,29-07-2021,Second Class
SC-2021-07-111115,CA-2021-111115,28-07-2021,Second Class
SC-2021-07-103037,CA-2021-103037,30-07-2021,Standard Class
FC-2021-07-107783,CA-2021-107783,30-07-2021,First Class
SC-2021-08-143924,CA-2021-143924,04-08-2021,Standard Class
SC-2021-08-140046,CA-2021-140046,04-08-2021,Standard Class
SC-2021-08-105452,US-2021-105452,02-08-2021,Standard Class
FC-2021-08-131891,US-2021-131891,01-08-2021,First Class
SC-2021-08-164574,CA-2021-164574,04-08-2021,Standard Class
SC-2021-08-116344,CA-2021-116344,03-08-2021,Standard Class
SC-2021-08-137743,CA-2021-137743,05-08-2021,Standard Class
FC-2021-08-112585,CA-2021-112585,03-08-2021,First Class
SC-2021-08-112025,CA-2021-112025,05-08-2021,Standard Class
SC-2021-08-133550,CA-2021-133550,07-08-2021,Standard Class
SC-2021-08-144148,CA-2021-144148,06-08-2021,Standard Class
SC-2021-08-155978,CA-2021-155978,02-08-2021,Same Day
SC-2021-08-144337,CA-2021-144337,06-08-2021,Second Class
SC-2021-08-132990,CA-2021-132990,04-08-2021,Second Class
SC-2021-08-156265,CA-2021-156265,05-08-2021,Second Class
SC-2021-08-104150,CA-2021-104150,06-08-2021,Second Class
SC-2021-08-111913,CA-2021-111913,07-08-2021,Second Class
SC-2021-08-110254,CA-2021-110254,09-08-2021,Standard Class
FC-2021-08-128195,US-2021-128195,06-08-2021,First Class
SC-2021-08-102232,US-2021-102232,12-08-2021,Standard Class
SC-2021-08-151092,CA-2021-151092,14-08-2021,Standard Class
SC-2021-08-105263,CA-2021-105263,12-08-2021,Standard Class
FC-2021-08-158869,CA-2021-158869,08-08-2021,First Class
SC-2021-08-148516,CA-2021-148516,12-08-2021,Standard Class
SC-2021-08-130078,CA-2021-130078,15-08-2021,Standard Class
SC-2021-08-107328,CA-2021-107328,16-08-2021,Standard Class
SC-2021-08-121034,CA-2021-121034,11-08-2021,Second Class
SC-2021-08-169026,CA-2021-169026,14-08-2021,Standard Class
SC-2021-08-118934,CA-2021-118934,15-08-2021,Standard Class
FC-2021-08-113649,US-2021-113649,13-08-2021,First Class
SC-2021-08-128671,CA-2021-128671,17-08-2021,Standard Class
SC-2021-08-155845,CA-2021-155845,16-08-2021,Second Class
SC-2021-08-167584,CA-2021-167584,13-08-2021,Same Day
SC-2021-08-105459,CA-2021-105459,18-08-2021,Second Class
SC-2021-08-144477,US-2021-144477,15-08-2021,Second Class
SC-2021-08-118073,CA-2021-118073,17-08-2021,Standard Class
SC-2021-08-143910,CA-2021-143910,17-08-2021,Standard Class
SC-2021-08-156692,US-2021-156692,14-08-2021,Same Day
SC-2021-08-141264,US-2021-141264,20-08-2021,Standard Class
SC-2021-08-155670,CA-2021-155670,18-08-2021,Second Class
SC-2021-08-156251,CA-2021-156251,19-08-2021,Second Class
FC-2021-08-125843,CA-2021-125843,17-08-2021,First Class
FC-2021-08-119515,CA-2021-119515,17-08-2021,First Class
SC-2021-08-136021,CA-2021-136021,19-08-2021,Standard Class
SC-2021-08-136770,CA-2021-136770,19-08-2021,Standard Class
SC-2021-08-123470,US-2021-123470,22-08-2021,Standard Class
SC-2021-08-166163,CA-2021-166163,21-08-2021,Second Class
SC-2021-08-118626,CA-2021-118626,21-08-2021,Standard Class
SC-2021-08-167241,CA-2021-167241,23-08-2021,Standard Class
SC-2021-08-154690,CA-2021-154690,18-08-2021,Second Class
SC-2021-08-150343,CA-2021-150343,21-08-2021,Standard Class
SC-2021-08-113117,CA-2021-113117,23-08-2021,Standard Class
FC-2021-08-148096,CA-2021-148096,20-08-2021,First Class
SC-2021-08-157308,US-2021-157308,22-08-2021,Standard Class
SC-2021-08-153353,CA-2021-153353,25-08-2021,Standard Class
SC-2021-08-128916,CA-2021-128916,21-08-2021,Second Class
FC-2021-08-113551,CA-2021-113551,21-08-2021,First Class
SC-2021-08-136133,CA-2021-136133,24-08-2021,Second Class
FC-2021-08-101980,CA-2021-101980,21-08-2021,First Class
FC-2021-08-151141,CA-2021-151141,24-08-2021,First Class
SC-2021-08-167983,CA-2021-167983,25-08-2021,Second Class
SC-2021-08-122581,CA-2021-122581,26-08-2021,Standard Class
SC-2021-08-126452,US-2021-126452,29-08-2021,Standard Class
SC-2021-08-123414,CA-2021-123414,28-08-2021,Standard Class
SC-2021-08-146066,US-2021-146066,24-08-2021,Second Class
SC-2021-08-137239,CA-2021-137239,29-08-2021,Standard Class
